text_clean,label,label_id,difficulty,difficulty_name
Codul meu se comportă ciudat: de ce input().split() nu îmi desparte numerele dacă folosesc virgulă? Este pentru un proiect școlar.,code_help,0,1,intermediate
Scrie tu codul cap-coadă pentru codul pentru a inversa un cuvânt fără a folosi slice-uri fără alte explicații inutile.,solution_request,5,1,intermediate
Îmi puteți spune de ce python îmi spune că tuple object has no attribute append. Cum adaug elemente? Sunt începător și mă depășește.,code_help,0,1,intermediate
"Mă simt groaznic, cred că programarea nu e de mine, sunt prea praf.",motivation_or_encouragement,4,2,advanced
"Aș vrea să exersez un simulator de desen unde pot schimba culoarea creionului apăsând tastele 1, 2, 3 pentru portofoliu.",exercise_request,2,1,intermediate
Poți să mă ajuți cu o idee despre cum să trimit argumente variabile către o funcție (args) - nu știu ce funcție să folosesc aici.,hint_request,3,1,intermediate
"Of, nu cred că o să fiu capabil vreodată să lucrez în domeniu Poți să mă ajuți să trec peste momentul ăsta?",motivation_or_encouragement,4,2,advanced
Vreau să rezolv o problemă cu un validator de parole care verifică lungimea și prezența caracterelor speciale fără a folosi funcții gata făcute.,exercise_request,2,1,intermediate
Am nevoie de o încurajare: îmi vine să plâng de nervi că nu se compilează programul Ce să fac să nu renunț?,motivation_or_encouragement,4,0,beginner
mișcarea soluția directă pentru scriptul pentru Dă-mi personajului cu sărituri și gravitate.,solution_request,5,0,beginner
ce anume Ce reprezintă source code?,concept_explanation,1,0,beginner
Ce reprezintă tipul de date long double în C?,concept_explanation,1,1,intermediate
Ce este un class?,concept_explanation,1,2,advanced
Dă-mi ceva de programat: o animație cu un personaj care merge și își schimbă costumul la fiecare pas de dificultate medie.,exercise_request,2,0,beginner
"Mă simt groaznic, îmi place construiesc construiesc informatica, dar problemele astea mă fac să mă simt inutil Spune-mi că o să fie bine.",motivation_or_encouragement,4,2,advanced
Poți să-mi scrii rezolvarea pentru scriptul pentru un bot de Telegram simplu care răspunde la comenzi. Vreau doar să îi dau copy-paste.,solution_request,5,1,intermediate
Ce reprezintă access modifiers?,concept_explanation,1,2,advanced
Aș vrea un sfat legat de blocurile de coliziune cu un alt sprite - nu știu care rutină să folosesc aici.,hint_request,3,0,beginner
"așa îmi place informatica, problemele astea mă fac mă simt inutil Nu mai văd nicio soluție.",motivation_or_encouragement,4,0,beginner
Am un bug ciudat: încerc să sortez o listă care conține și numere și string-uri și primesc TypeError. Orice sugestie e binevenită.,code_help,0,1,intermediate
Poți să-mi dai o provocare cu un algoritm care verifică dacă un an introdus este bisect sau nu (nivel începător).,exercise_request,2,1,intermediate
E așa greu... nu cred că o să capabil vreodată să lucrez în domeniu E normal să mă simt așa la început?,motivation_or_encouragement,4,0,beginner
Nu înțeleg de ce cum scapi de expected expression în C la un bloc switch-case? Unde este eroarea?,code_help,0,1,intermediate
Poți să-mi dai o provocare cu un program care citește un fișier text și afișează cel mai lung cuvânt găsit cu explicații la final.,exercise_request,2,1,intermediate
Dă-mi ceva de programat: un program care simulează aruncarea a două zaruri de 100 de ori și numără dublele care să fie distractiv.,exercise_request,2,1,intermediate
"Mă simt groaznic, parcă fac un pas înainte zece înapoi cu materia asta.",motivation_or_encouragement,4,0,beginner
Vreau să rezolv o problemă cu un proiect în care un liliac urmărește un fluture folosind blocul glide de dificultate medie.,exercise_request,2,1,intermediate
Dă-mi un punct de plecare cum să aloc dinamic memorie în ce mod pentru un vector de structuri.,hint_request,3,2,advanced
Scrie tu codul cap-coadă pentru implementarea unei structuri de date de tip stivă în Python. Vreau doar să îi dau copy-paste.,solution_request,5,1,intermediate
"în cu eroarea un iau asta: segfault (segmentation fault) exact când încerc să atribui o valoare Ajutor array, deși am alocat memorie. Ce am greșit?",code_help,0,2,advanced
ce anume este un malloc în C?,concept_explanation,1,2,advanced
"Ajutor cu eroarea asta: de ce bucla while nu se oprește niciodată, deși am incrementat variabila de control? Cum pot repara asta?",code_help,0,1,intermediate
Propune-mi o temă legată de un script care calculează dobânda compusă pe baza unei sume inițiale de dificultate medie.,exercise_request,2,1,intermediate
"Nu înțeleg de ce am uitat o paranteză undeva, dar compilatorul îmi arată eroarea la o linie complet diferită. Îmi poți explica de ce?",code_help,0,1,intermediate
Vreau să văd rezolvată a scriptul pentru mișcarea personajului cu sărituri și gravitate fără alte explicații inutile.,solution_request,5,0,beginner
Nu înțeleg eroarea asta: cum fac să nu se mai suprapună sunetele în Scratch când apăs repede pe clape? Nu știu ce să-i mai fac.,code_help,0,0,beginner
Am un bug ciudat: compilatorul spune file not found pentru un header pe care l-am creat în același folder. Nu știu ce să-i mai fac.,code_help,0,1,intermediate
Am nevoie de o încurajare: zici că e un zid în fața mea și nu pot să trec de el.,motivation_or_encouragement,4,2,advanced
Aș vrea un sfat despre folosirea extensiei Pen pentru a desena un cerc fără să-mi arăți tot codul.,hint_request,3,1,intermediate
Ce reprezintă stack pointer?,concept_explanation,1,2,advanced
"Poți să-mi dai o provocare cu un program în care un sprite întreabă tabla înmulțirii și verifică răspunsul, te rog.",exercise_request,2,0,beginner
"E așa greu... mi-am pierdut răbdarea, e a zecea oară când primesc aceeași eroare roșie Ai vreun sfat pentru mine?",motivation_or_encouragement,4,2,advanced
"Codul meu are un bug: iau un segfault (segmentation fault) exact când încerc să atribui o valoare în array, deși am alocat memorie. Unde este eroarea?",code_help,0,2,advanced
Dă-mi codul gata de rulat pentru codul pentru a inversa un cuvânt fără a folosi slice-uri. Vreau doar să îi dau copy-paste.,solution_request,5,1,intermediate
Vreau să rezolv îmi doresc o doresc problemă cu un program în care un sprite întreabă tabla înmulțirii și verifică răspunsul de dificultate medie.,exercise_request,2,0,beginner
Aș vrea să exersez o implementare de listă simplu înlănțuită cu funcție de inserare la final care să fie distractiv.,exercise_request,2,1,intermediate
Poți să-mi scrii rezolvarea pentru codul pentru un simulator de desenat poligoane regulate. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,5,1,intermediate
Vreau să fac un proiect care implică un script care inversează doresc ordinea elementelor într-un vector folosind doar pointeri creez de dificultate medie.,exercise_request,2,2,advanced
Vreau doar mică direcție legat de blocurile de coliziune cu alt sprite pentru proiectul,hint_request,3,0,beginner
"Codul meu are un bug: ce înseamnă NameError: name x is not defined dacă am declarat variabila mai sus? E frustrant, ajutor!",code_help,0,1,intermediate
Ce înseamnă index out of range?,concept_explanation,1,0,beginner
Vreau să văd varianta rezolvată a implementarea unei funcții care să găsească cel mai mare divizor comun folosind algoritmul lui Euclid.,solution_request,5,1,intermediate
Am un bug ciudat: am o eroare permission denied când încerc să scriu într-o fișier text din Python. Am verificat totul de trei ori.,code_help,0,1,intermediate
Ce reprezintă floating point precision?,concept_explanation,1,2,advanced
Uite în ce mod stă treaba: îmi vine să plâng de nervi că nu se compilează programul E normal să mă simt așa la început?,motivation_or_encouragement,4,0,beginner
Ce este o variabilă de tip long long?,concept_explanation,1,1,intermediate
Am nevoie de o încurajare: nu cred că o să fiu capabil vreodată să lucrez în domeniu E normal să mă simt așa la început?,motivation_or_encouragement,4,2,advanced
Am un bug ciudat: compilatorul spune file not found pentru un header pe care l-am creat în același folder. Am verificat totul de trei ori.,code_help,0,1,intermediate
Dă-mi un exercițiu despre un program în care un sprite răspunsul tabla înmulțirii și verifică întreabă (nivel începător).,exercise_request,2,0,beginner
"Nu mai pot, creez nu mai înțeleg nimic din ce scrie aici, parcă e chineză Poți să creez mă ajuți să trec peste momentul ăsta?",motivation_or_encouragement,4,0,beginner
Vreau să fac un proiect care implică un joc de hide and seek unde personajul apare și dispare în locuri aleatorii fără a folosi funcții gata făcute.,exercise_request,2,0,beginner
Arată-mi cum arată cum anume codul final pentru implementarea unui sistem de gestiune de ce fel a stocurilor folosind fișiere binare. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,5,2,advanced
Ce este garbage collector?,concept_explanation,1,1,intermediate
Am nevoie de o sugestie la lucrul cu librăria random pentru a genera parole unice. Sunt la început și e greu.,hint_request,3,1,intermediate
care reprezintă source code?,concept_explanation,1,0,beginner
Vreau soluția completă pentru scriptul în C pentru citirea și afișarea elementelor unei structuri de tip angajat. Mersi mult!,solution_request,5,1,intermediate
Dă-mi un exercițiu despre un instrument muzical virtual unde în care parte clapele sunt sprite-uri diferite cât mai repede.,exercise_request,2,0,beginner
E așa greu... mă chinui de trei ore cu bug-ul ăsta și îmi vine să arunc laptopul pe geam Ai vreun sfat pentru mine?,motivation_or_encouragement,4,0,beginner
Îmi puteți spune de ce de care variabila scor scade în loc să crească atunci în ce moment colectez un obiect? Se poate rezolva fără a rescrie tot?,code_help,0,0,beginner
Ce este cuvântul cheie extern în C?,concept_explanation,1,2,advanced
"Ajutor, vă rog! de ce primesc multiple definition of dacă am inclus fișierul .c în loc de .h? Nu știu ce să-i mai fac.",code_help,0,1,intermediate
Ce reprezintă operator priority?,concept_explanation,1,1,intermediate
Poți să mă ajuți cu o idee pentru a parcurge o matrice folosind doar aritmetica pointerilor pentru că m-am blocat complet.,hint_request,3,2,advanced
Întâmpin o dificultate: de ce realloc îmi dă crash dacă dimensiunea nouă este mai mică decât cea veche? Vreau să înțeleg unde greșesc.,code_help,0,2,advanced
Ai un task practic pentru un script care convertește temperatura din Celsius în Fahrenheit și invers care să fie distractiv.,exercise_request,2,1,intermediate
"Sincer, parcă fac un pas și zece înapoi cu materia asta.",motivation_or_encouragement,4,0,beginner
Dă-mi un exercițiu despre o animație cu un personaj care merge și își schimbă costumul la fiecare pas fără a folosi funcții gata făcute.,exercise_request,2,0,beginner
"E așa greu... îmi place informatica, dar problemele astea mă realizez să mă simt inutil Nu mai văd nicio soluție.",motivation_or_encouragement,4,0,beginner
Vreau să văd varianta rezolvată a cum fac un proiect întreg în care personajele comunică prin mesaje. Mersi mult!,solution_request,5,0,beginner
"Of, nu mai înțeleg nimic din ce scrie aici, parcă e chineză E normal să mă simt așa la început?",motivation_or_encouragement,4,2,advanced
Ce reprezintă standard library?,concept_explanation,1,1,intermediate
"Aș vrea un sfat la lucrul cu uniuni (union) și câmpuri pe biți, te rog frumos.",hint_request,3,1,intermediate
Scrie tu codul cap-coadă pentru codul în C pentru determinarea dacă un șir de caractere este palindrom folosind doresc creez pointeri. Vreau doar să îi dau copy-paste.,solution_request,5,2,advanced
ce anume reprezintă tipul de date size_t în C?,concept_explanation,1,2,advanced
ce anume Ce reprezintă logical OR?,concept_explanation,1,0,beginner
Dă-mi soluția directă de soluția pentru rezolvarea sistemelor pentru să liniare prin metoda Gauss. Vreau doar ecuații îi dau copy-paste.,solution_request,5,2,advanced
"Întrebare despre cod: am o problemă cu un pointer devine NULL ce ies buclă, deși l-am modificat. Ce am greșit?",code_help,0,2,advanced
program counter?,concept_explanation,1,2,advanced
Vreau să văd varianta rezolvată a proiectul gata făcut pentru un ceas digital în Scratch. Vreau doar să îi dau copy-paste.,solution_request,5,0,beginner
"Of, zici că un zid în fața mea și nu pot să trec de el E normal să simt așa la început?",motivation_or_encouragement,4,2,advanced
codez tu codul cap-coadă pentru codul în C pentru determinarea dacă un șir de caractere este palindrom folosind pointeri. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,5,2,advanced
Vreau doar o mică direcție ca să fac un cronometru care scade în timp ce joc.,hint_request,3,1,intermediate
"Ajutor cu eroarea asta: am pus blocul atunci când se dă clic pe acest sprite, dar nu se întâmplă nimic când apăs. Nu găsesc rezolvarea pe Google.",code_help,0,0,beginner
Propune-mi o temă legată de o aplicație care citește un număr și afișează reprezentarea lui în binar pentru portofoliu.,exercise_request,2,1,intermediate
Dă-mi un indiciu legat de blocurile un coliziune cu de alt sprite.,hint_request,3,0,beginner
Arată-mi cum arată codul final pentru implementarea completă a algoritmului de sortare prin selecție.,solution_request,5,1,intermediate
zici că e un zid fața mea și nu pot să trec de el.,motivation_or_encouragement,4,2,advanced
Vreau să văd varianta rezolvată a codul în C pentru determinarea dacă un șir de caractere este palindrom folosind pointeri în cel mai scurt timp posibil.,solution_request,5,2,advanced
"Of, nu înțeleg nimic din scrie aici, parcă e Ce să să nu renunț?",motivation_or_encouragement,4,0,beginner
Am nevoie de o sugestie referitor la transmiterea unui array ca argument într-o funcție.,hint_request,3,1,intermediate
"Nu-mi da soluția, ci doar un hint ca să fac un cronometru care scade în timp ce joc. Vreau să înțeleg singur logica.",hint_request,3,1,intermediate
Ce sunt directivele preprocesor (include)? ce anume,concept_explanation,1,2,advanced
"Întrebare despre cod: media aritmetică îmi dă mereu 0 sau 1, chiar dacă numerele sunt mari. E ceva cu tipul de date? E frustrant, ajutor!",code_help,0,1,intermediate
Nu înțeleg eroarea asta: de ce primesc multiple definition of dacă am inclus fișierul .c în loc de .h? Am verificat totul de trei ori.,code_help,0,1,intermediate
Ce este tuple unpacking?,concept_explanation,1,1,intermediate
"Nu mai pot, îmi place informatica, dar problemele astea mă fac să mă simt inutil Mai are rost să continui?",motivation_or_encouragement,4,2,advanced
Vreau căutări completă pentru implementarea unei soluția binare într-un vector sortat.,solution_request,5,2,advanced
Aș vrea să un joc de tip flappy bird simplificat unde personajul cade gravitațional fără folosi funcții gata făcute.,exercise_request,2,0,beginner
"Sincer, mă simt mega prost când văd nu-mi iese nici mai simplu cod E normal să mă simt așa la început?",motivation_or_encouragement,4,0,beginner
Nu înțeleg eroarea asta: în ce moment primesc Bus error: pricep 10 pe Mac când încerc să accesez un element din structură. Vreau să înțeleg unde greșesc.,code_help,0,2,advanced
Vreau să fac un proiect care implică un program aș vrea în care un sprite construiesc întreabă tabla înmulțirii și verifică răspunsul (nivel începător).,exercise_request,2,0,beginner
Poți să-mi scrii rezolvarea pentru implementarea unei căutări sortat. într-un vector binare,solution_request,5,2,advanced
"Dă-mi un indiciu referitor la clonarea inamicilor la intervale de timp de nivel avansat, dacă se poate.",hint_request,3,1,intermediate
Ce face blocul username în Scratch?,concept_explanation,1,0,beginner
Codul meu se comportă ciudat: de ce input().split() nu îmi desparte numerele dacă folosesc virgulă? Mersi mult pentru timp!,code_help,0,1,intermediate
Îmi poți da o mână de ajutor cu un hint legat de folosirea operatorului modulo pentru a afla restul împărțirii.,hint_request,3,1,intermediate
Ce reprezintă stack trace?,concept_explanation,1,2,advanced
"Nu-mi da soluția, ci doar un hint la inversarea unei liste simplu înlănțuite. Sunt la început și e greu.",hint_request,3,1,intermediate
Am un bug ciudat: de ce realloc îmi dă crash dacă dimensiunea nouă este mai mică decât cea veche? Se poate rezolva fără a rescrie tot?,code_help,0,2,advanced
"Codul meu se comportă ciudat: de ce caracterele românești (ș, ț) apar ca semne de întrebare în consolă? Nu știu ce să-i mai fac.",code_help,0,1,intermediate
Vreau soluția completă pentru scriptul în C pentru citirea și afișarea elementelor unei structuri de tip angajat pentru a-l rula direct în compilator.,solution_request,5,1,intermediate
Ce reprezintă logical,concept_explanation,1,0,beginner
"Vreau soluția completă pentru codul complet pentru un joc de tip Labirint în Scratch, îmi doresc te rog, nu am timp să îl fac doresc singur.",solution_request,5,0,beginner
"Arată-mi de ce fel arată codul final pentru rezolvarea pentru calcularea factorialului unui număr folosind recursivitatea, te rog, nu am timp să îl creez singur.",solution_request,5,2,advanced
Ce este un dynamic list?,concept_explanation,1,1,intermediate
Ce este keyword arguments (kwargs)?,concept_explanation,1,2,advanced
Vreau soluția completă pentru cum fac un proiect întreg în care personajele comunică prin mesaje. Mersi mult!,solution_request,5,0,beginner
Ce face blocul set size to în,concept_explanation,1,0,beginner
Poți să-mi dai o provocare cu un script care inversează ordinea elementelor într-un vector folosind doar pointeri cât mai repede.,exercise_request,2,2,advanced
Vreau care fac un proiect care implică un program în care un fie întreabă tabla înmulțirii și verifică răspunsul să să sprite distractiv.,exercise_request,2,0,beginner
Dă-mi ceva de programat: un script care calculează dobânda compusă pe baza unei sume inițiale fără a folosi funcții gata făcute.,exercise_request,2,1,intermediate
Dă-mi un punct de plecare despre cum să trimit argumente variabile către o funcție (args).,hint_request,3,1,intermediate
De ce apare mesajul de ce terminalul nu îmi recunoaște comanda gcc deși am instalat Code::Blocks? Vreau să înțeleg unde greșesc.,code_help,0,1,intermediate
M-am blocat și simt că intru în panică pentru că se apropie examenul...,motivation_or_encouragement,4,2,advanced
care reprezintă un deadlock în execuția programelor?,concept_explanation,1,2,advanced
"Ajutor, cum rog! vă pot să fac un personaj să devină treptat transparent fără să folosesc multe blocuri? Se poate rezolva fără a rescrie tot?",code_help,0,0,beginner
"Am un bug ciudat: am făcut un inamic care să urmărească jucătorul, dar merge cu spatele. Sunt începător și mă depășește.",code_help,0,1,intermediate
Am scris codul acesta și personajul meu rămâne blocat în perete și nu mai poate ieși oricât aș apăsa pe taste. Ce am greșit?,code_help,0,0,beginner
Dă-mi codul gata de rulat pentru soluția pentru rezolvarea sistemelor de ecuații liniare prin metoda Gauss fără alte explicații inutile.,solution_request,5,2,advanced
Arată-mi cum arată codul în ce mod final pentru soluția pentru rezolvarea sistemelor de ecuații liniare prin metoda Gauss. Mersi mult!,solution_request,5,2,advanced
"Of, mi-am pierdut răbdarea, e a zecea oară când primesc aceeași eroare roșie Ai vreun sfat pentru mine?",motivation_or_encouragement,4,0,beginner
Ce un dump?,concept_explanation,1,2,advanced
ce anume Ce înseamnă logic error?,concept_explanation,1,0,beginner
Dă-mi un punct de plecare ca să fac un cronometru care scade în timp ce joc.,hint_request,3,1,intermediate
"Nu-mi da soluția, ci doar un hint cum să folosesc un mesaj broadcast ca să pornesc nivelul 2 pentru proiectul meu.",hint_request,3,1,intermediate
"Vreau să fac un proiect care implică un script care convertește temperatura din Celsius în Fahrenheit și invers, te rog.",exercise_request,2,1,intermediate
"Nu mai pot, am creierul prăjit, nu mai pot să nici măcar un if Simt că o iau razna.",motivation_or_encouragement,4,0,beginner
"Mă simt groaznic, nu mai nimic din ce scrie aici, parcă e chineză să mă ajuți să trec peste ăsta?",motivation_or_encouragement,4,2,advanced
Nu înțeleg eroarea asta: de ce clona mea nu dispare deși am pus blocul șterge această clonă la final. Nu știu ce să-i mai fac.,code_help,0,0,beginner
Dă-mi un exercițiu despre un sistem de securitate cu parolă pentru a debloca un fundal secret de dificultate medie.,exercise_request,2,1,intermediate
Am nevoie de scriptul întreg pentru soluția pentru rezolvarea sistemelor de ecuații liniare prin metoda Gauss fără alte explicații inutile.,solution_request,5,2,advanced
Ce este un high-level language?,concept_explanation,1,0,beginner
Vreau să rezolv o problemă cu un program care verifică dacă o matrice este rară (conține majoritar zerouri) de dificultate medie.,exercise_request,2,2,advanced
Ce reprezintă garbage collection?,concept_explanation,1,2,advanced
"Îmi poți da o mână de ajutor cu un hint la algoritmul de sortare a unei liste de dicționare, te rog frumos.",hint_request,3,1,intermediate
Vreau să fac un proiect care implică un script care inversează ordinea elementelor într-un vector folosind doar pointeri de dificultate medie.,exercise_request,2,2,advanced
Ce reprezintă program counter?,concept_explanation,1,2,advanced
Vreau să fac un proiect care implică o cursă de mașini controlată de la tastele săgeți cu detectarea ieșirii de pe pistă care să fie distractiv.,exercise_request,2,1,intermediate
"Nu mai pot, mi se pare totul prea matematic și logic pentru cum gândesc eu are rost să continui?",motivation_or_encouragement,4,0,beginner
