text_clean,label,label_id,difficulty,difficulty_name,augmented,original_text
"Ajutor cu eroarea asta: am încercat să folosesc free() pe un pointer, dar programul crapă cu mesajul double free or corruption. Nu găsesc rezolvarea pe Google.",code_help,0,2,advanced,False,
Poți să-mi scrii rezolvarea pentru implementarea unui sistem de gestiune a stocurilor folosind fișiere binare.,solution_request,5,2,advanced,False,
"E așa greu... nu mai înțeleg nimic din ce scrie aici, parcă e chineză E normal să mă simt așa la început?",motivation_or_encouragement,4,1,intermediate,False,
Am nevoie de o sugestie pentru rezolvarea problemei palindromului fără a folosi slicing.,hint_request,3,1,intermediate,False,
"Sincer, nu mai înțeleg nimic din ce scrie aici, parcă e chineză Ai vreun sfat pentru mine?",motivation_or_encouragement,4,0,beginner,False,
Vreau să rezolv o problemă cu un script care convertește temperatura din Celsius în Fahrenheit și invers fără a folosi funcții gata făcute.,exercise_request,2,1,intermediate,False,
Am nevoie de o sugestie referitor la transmiterea unui array ca argument într-o funcție.,hint_request,3,1,intermediate,False,
Ce este o eroare de execuție (runtime error)?,concept_explanation,1,1,intermediate,False,
Vreau să rezolv o problemă cu un proiect în care un liliac urmărește un fluture folosind blocul glide de dificultate medie.,exercise_request,2,1,intermediate,False,
Ce înseamnă strict typing?,concept_explanation,1,2,advanced,False,
"Of, mă simt copleșit de atâtea concepte noi într-un timp atât de scurt.",motivation_or_encouragement,4,1,intermediate,False,
"De ce se întâmplă că am făcut un sistem de vieți, dar scade câte 10 vieți deodată în loc de una singură. Ce am greșit?",code_help,0,1,intermediate,False,
"Vreau să fac un proiect care implică un script care convertește temperatura din Celsius în Fahrenheit și invers, te rog.",exercise_request,2,1,intermediate,False,
Propune-mi o temă legată de un program care calculează cel mai mare divizor comun a două numere (CMMDC) care să fie distractiv.,exercise_request,2,1,intermediate,False,
Dă-mi codul gata de rulat pentru scriptul în C pentru citirea și afișarea elementelor unei structuri de tip angajat. Mersi mult!,solution_request,5,1,intermediate,False,
Îmi poți da o mână de ajutor cu un hint cum să verific dacă o cheie există într-un dicționar înainte de a o accesa pentru proiectul meu.,hint_request,3,1,intermediate,False,
"Of, parcă fac un pas înainte și zece înapoi cu materia asta Poți să mă ajuți să trec peste momentul ăsta?",motivation_or_encouragement,4,1,intermediate,False,
Ce face blocul go to back layer?,concept_explanation,1,0,beginner,False,
Ce face blocul pen down în Scratch?,concept_explanation,1,0,beginner,False,
Ce înseamnă shallow copy vs deep copy?,concept_explanation,1,2,advanced,False,
Ce face blocul move în Scratch?,concept_explanation,1,0,beginner,False,
Poți să mă ajuți cu o idee pentru a parcurge o matrice folosind doar aritmetica pointerilor fără să-mi arăți tot codul.,hint_request,3,2,advanced,False,
Poți să mă ajuți cu o idee la algoritmul de sortare a unei liste de dicționare pentru proiectul meu.,hint_request,3,1,intermediate,False,
"Vreau să fac un proiect care implică un script care găsește frecvența de apariție a fiecărei cifre într-un număr lung, te rog.",exercise_request,2,1,intermediate,False,
Vreau să fac un proiect care implică o funcție care primește o listă de numere și returnează doar numerele pare pentru portofoliu.,exercise_request,2,1,intermediate,False,
Poți să-mi scrii rezolvarea pentru scriptul pentru un bot de Telegram simplu care răspunde la comenzi. Vreau doar să îi dau copy-paste.,solution_request,5,1,intermediate,False,
Vreau să fac un proiect care implică un script care inversează ordinea elementelor într-un vector folosind doar pointeri de dificultate medie.,exercise_request,2,2,advanced,False,
Aș vrea să exersez un algoritm de căutare binară implementat recursiv pentru un vector sortat cu explicații la final.,exercise_request,2,2,advanced,False,
Ce face comanda return într-o funcție?,concept_explanation,1,1,intermediate,False,
"Dă-mi un indiciu referitor la modul de citire al unui string cu spații folosind fgets, te rog frumos.",hint_request,3,1,intermediate,False,
"Nu înțeleg de ce python îmi dă RecursionError la o funcție de căutare binară, de ce? Cum pot repara asta?",code_help,0,2,advanced,False,
De ce apare mesajul de ce input().split() nu îmi desparte numerele dacă folosesc virgulă? Se poate rezolva fără a rescrie tot?,code_help,0,1,intermediate,False,
Uite cum stă treaba: parcă fac un pas înainte și zece înapoi cu materia asta Simt că o iau razna.,motivation_or_encouragement,4,2,advanced,False,
Arată-mi cum arată codul final pentru codul sursă pentru un program care inversează un șir de caractere în memorie.,solution_request,5,1,intermediate,False,
Ce înseamnă out of bounds?,concept_explanation,1,1,intermediate,False,
Poți să-mi dai o provocare cu un proiect în care un liliac urmărește un fluture folosind blocul glide cât mai repede.,exercise_request,2,1,intermediate,False,
Vreau să fac un proiect care implică un proiect în care un liliac urmărește un fluture folosind blocul glide cât mai repede.,exercise_request,2,1,intermediate,False,
Vreau doar o mică direcție pentru a inversa un string folosind o metodă recursivă.,hint_request,3,2,advanced,False,
"Mă simt groaznic, toate liniile de cod se amestecă în capul meu acum Poți să mă ajuți să trec peste momentul ăsta?",motivation_or_encouragement,4,0,beginner,False,
E așa greu... mă simt mega prost când văd că nu-mi iese nici cel mai simplu cod Spune-mi că o să fie bine.,motivation_or_encouragement,4,2,advanced,False,
Ai un task practic pentru un algoritm de căutare binară implementat recursiv pentru un vector sortat cât mai repede.,exercise_request,2,2,advanced,False,
Întrebare despre cod: de ce îmi dă eroare la printf în C dacă nu includ stdio.h? Poți să te uiți pe codul meu?,code_help,0,1,intermediate,False,
Ce reprezintă un deadlock în execuția programelor?,concept_explanation,1,2,advanced,False,
Ce reprezintă array index?,concept_explanation,1,0,beginner,False,
Poți să-mi dai o provocare cu un program care verifică dacă o matrice este rară (conține majoritar zerouri) cu explicații la final.,exercise_request,2,2,advanced,False,
Uite cum stă treaba: e frustrant să stai ore întregi pentru un punct și virgulă lipsă Simt că o iau razna.,motivation_or_encouragement,4,2,advanced,False,
Nu înțeleg eroarea asta: primesc Bus error: 10 pe Mac când încerc să accesez un element din structură. Vreau să înțeleg unde greșesc.,code_help,0,2,advanced,False,
"Am nevoie de o sugestie pentru a schimba fundalul doar când scorul ajunge la 10, te rog frumos.",hint_request,3,1,intermediate,False,
"Ajutor, vă rog! primesc Bus error: 10 pe Mac când încerc să accesez un element din structură. Orice sugestie e binevenită.",code_help,0,2,advanced,False,
"Sincer, îmi vine să plâng de nervi că nu se compilează programul Spune-mi că o să fie bine.",motivation_or_encouragement,4,0,beginner,False,
Scrie tu codul cap-coadă pentru codul în C pentru determinarea dacă un șir de caractere este palindrom folosind pointeri. Vreau doar să îi dau copy-paste.,solution_request,5,2,advanced,False,
Dă-mi codul gata de rulat pentru soluția pentru rezolvarea sistemelor de ecuații liniare prin metoda Gauss fără alte explicații inutile.,solution_request,5,2,advanced,False,
Ce face funcția print?,concept_explanation,1,0,beginner,False,
"Salut, sunt la un pas de a renunța definitiv la cursul ăsta Poți să mă ajuți să trec peste momentul ăsta?",motivation_or_encouragement,4,2,advanced,False,
"Of, cred că programarea nu e de mine, sunt prea praf Poți să mă ajuți să trec peste momentul ăsta?",motivation_or_encouragement,4,2,advanced,False,
Ce face instrucțiunea typedef în C?,concept_explanation,1,1,intermediate,False,
E așa greu... toate liniile de cod se amestecă în capul meu acum Ce să fac să nu renunț?,motivation_or_encouragement,4,2,advanced,False,
"Of, mi-am pierdut răbdarea, e a zecea oară când primesc aceeași eroare roșie Ai vreun sfat pentru mine?",motivation_or_encouragement,4,0,beginner,False,
Vreau să văd varianta rezolvată a codul pentru un simulator de desenat poligoane regulate.,solution_request,5,1,intermediate,False,
Ce înseamnă deep copy?,concept_explanation,1,2,advanced,False,
"M-am blocat la faza asta: am făcut un inamic care să urmărească jucătorul, dar merge cu spatele. Nu știu ce să-i mai fac.",code_help,0,1,intermediate,False,
"Nu-mi da soluția, ci doar un hint referitor la modul de citire al unui string cu spații folosind fgets.",hint_request,3,1,intermediate,False,
M-am blocat aici: de ce îmi dă eroare la printf în C dacă nu includ stdio.h? Mersi anticipat!,code_help,0,1,intermediate,False,
Vreau să văd varianta rezolvată a soluția pentru un joc de tip Catch the Falling Object.,solution_request,5,1,intermediate,False,
Ce înseamnă memoization?,concept_explanation,1,2,advanced,False,
Scrie tu codul cap-coadă pentru implementarea unei căutări binare într-un vector sortat în cel mai scurt timp posibil.,solution_request,5,2,advanced,False,
Dă-mi ceva de programat: un program care calculează transpusa unei matrice citite de la tastatură cu explicații la final.,exercise_request,2,2,advanced,False,
"Sincer, mi se pare totul prea matematic și logic pentru cum gândesc eu.",motivation_or_encouragement,4,1,intermediate,False,
Ce reprezintă stack pointer?,concept_explanation,1,2,advanced,False,
Arată-mi cum arată codul final pentru soluția pentru rezolvarea sistemelor de ecuații liniare prin metoda Gauss. Mersi mult!,solution_request,5,2,advanced,False,
"E așa greu... nu mai înțeleg nimic din ce scrie aici, parcă e chineză Ce să fac să nu renunț?",motivation_or_encouragement,4,2,advanced,False,
Ce este cuvântul cheie extern în C?,concept_explanation,1,2,advanced,False,
Dă-mi un indiciu cum să convertesc un șir de caractere în număr întreg manual. Sunt la început și e greu.,hint_request,3,1,intermediate,False,
Ce este sistemul hexazecimal?,concept_explanation,1,2,advanced,False,
"Am nevoie de o încurajare: îmi place informatica, dar problemele astea mă fac să mă simt inutil Ce să fac să nu renunț?",motivation_or_encouragement,4,2,advanced,False,
Ce reprezintă precedence table?,concept_explanation,1,1,intermediate,False,
Aș vrea un sfat pentru a inversa un string folosind o metodă recursivă. Vreau să înțeleg singur logica.,hint_request,3,2,advanced,False,
Dă-mi codul gata de rulat pentru codul sursă pentru implementarea unei liste simplu înlănțuite.,solution_request,5,1,intermediate,False,
Ce reprezintă fluxul de date stderr?,concept_explanation,1,2,advanced,False,
Vreau să rezolv o problemă cu un validator de parole care verifică lungimea și prezența caracterelor speciale fără a folosi funcții gata făcute.,exercise_request,2,1,intermediate,False,
"Nu-mi da soluția, ci doar un hint referitor la modul de citire al unui string cu spații folosind fgets pentru proiectul meu.",hint_request,3,1,intermediate,False,
"Nu-mi da soluția, ci doar un hint legat de utilizarea list comprehension pentru a filtra numere prime. Vreau să înțeleg singur logica.",hint_request,3,1,intermediate,False,
Vreau să fac un proiect care implică un algoritm care verifică dacă un an introdus este bisect sau nu care să fie distractiv.,exercise_request,2,1,intermediate,False,
Ce reprezintă JIT compilation (Just-In-Time)?,concept_explanation,1,2,advanced,False,
Ai un task practic pentru un program care generează automat adrese de email pornind de la nume și prenume pentru portofoliu.,exercise_request,2,1,intermediate,False,
Ce este Dangling Pointer?,concept_explanation,1,2,advanced,False,
"Uite cum stă treaba: toți colegii mei par să înțeleagă, doar eu am rămas în urmă.",motivation_or_encouragement,4,0,beginner,False,
Am nevoie de o sugestie despre cum se pot folosi variabilele pentru toate personajele pentru proiectul meu.,hint_request,3,0,beginner,False,
Îmi poți da o mână de ajutor cu un hint despre cum să compar două șiruri de caractere fără strcmp.,hint_request,3,1,intermediate,False,
Ce înseamnă o buclă infinită?,concept_explanation,1,1,intermediate,False,
Dă-mi un exercițiu despre un joc de hide and seek unde personajul apare și dispare în locuri aleatorii cu explicații la final.,exercise_request,2,0,beginner,False,
E așa greu... îmi vine să plâng de nervi că nu se compilează programul Spune-mi că o să fie bine.,motivation_or_encouragement,4,2,advanced,False,
Ce reprezintă explicit type conversion?,concept_explanation,1,1,intermediate,False,
Ce înseamnă late binding?,concept_explanation,1,2,advanced,False,
Poți să-mi scrii rezolvarea pentru codul pentru sortarea unui vector folosind Quicksort.,solution_request,5,2,advanced,False,
Codul meu se comportă ciudat: de ce realloc îmi dă crash dacă dimensiunea nouă este mai mică decât cea veche? Nu știu ce să-i mai fac.,code_help,0,2,advanced,False,
Propune-mi o temă legată de un joc de hide and seek unde personajul apare și dispare în locuri aleatorii pentru portofoliu.,exercise_request,2,0,beginner,False,
"Mă simt groaznic, nu cred că o să fiu capabil vreodată să lucrez în domeniu Simt că o iau razna.",motivation_or_encouragement,4,1,intermediate,False,
"Salut, am o problemă: muzica de fundal se suprapune de mai multe ori și se aude foarte distorsionat. Mersi anticipat!",code_help,0,1,intermediate,False,
"Ajutor, vă rog! de ce clona mea nu dispare deși am pus blocul șterge această clonă la final. Nu știu ce să-i mai fac.",code_help,0,0,beginner,False,
Scrie tu codul cap-coadă pentru codul în C pentru determinarea dacă un șir de caractere este palindrom folosind pointeri fără alte explicații inutile.,solution_request,5,2,advanced,False,
Am un bug ciudat: am o problemă cu f-string unde variabilele nu sunt înlocuite cu valorile lor. Am verificat totul de trei ori.,code_help,0,1,intermediate,False,
"Nu-mi da soluția, ci doar un hint referitor la transmiterea unui array ca argument într-o funcție.",hint_request,3,1,intermediate,False,
Vreau să fac un proiect care implică un joc de tip flappy bird simplificat unde personajul cade gravitațional (nivel începător).,exercise_request,2,0,beginner,False,
Dă-mi un punct de plecare referitor la clonarea inamicilor la intervale de timp.,hint_request,3,1,intermediate,False,
Ce este notația Big O?,concept_explanation,1,2,advanced,False,
"Ajutor, vă rog! de ce realloc îmi dă crash dacă dimensiunea nouă este mai mică decât cea veche? Am verificat totul de trei ori.",code_help,0,2,advanced,False,
Dă-mi un indiciu pentru a găsi cel mai mare element dintr-un array printr-o funcție fără să-mi arăți tot codul.,hint_request,3,1,intermediate,False,
"Ajutor cu eroarea asta: am încercat să folosesc free() pe un pointer, dar programul crapă cu mesajul double free or corruption. Unde este eroarea?",code_help,0,2,advanced,False,
Propune-mi o temă legată de o aplicație consolă de tip To-Do List unde poți adăuga și șterge sarcini de dificultate medie.,exercise_request,2,1,intermediate,False,
Ce este multiple inheritance?,concept_explanation,1,2,advanced,False,
"Salut, toți colegii mei par să înțeleagă, doar eu am rămas în urmă E normal să mă simt așa la început?",motivation_or_encouragement,4,1,intermediate,False,
"Ajutor, vă rog! de ce debug-erul trece peste liniile de cod fără să se oprească la breakpoint? Este pentru un proiect școlar.",code_help,0,1,intermediate,False,
De ce apare mesajul am o problemă cu f-string unde variabilele nu sunt înlocuite cu valorile lor. Mersi mult pentru timp!,code_help,0,1,intermediate,False,
"Poți să-mi dai o provocare cu un proiect care generează forme geometrice (triunghi, cerc) la cererea utilizatorului cu explicații la final.",exercise_request,2,1,intermediate,False,
"Poți să-mi scrii rezolvarea pentru soluția pentru rezolvarea sistemelor de ecuații liniare prin metoda Gauss, te rog, nu am timp să îl fac singur.",solution_request,5,2,advanced,False,
Ai un task practic pentru un proiect în care un liliac urmărește un fluture folosind blocul glide cu explicații la final.,exercise_request,2,1,intermediate,False,
Dă-mi un exercițiu despre un joc de hide and seek unde personajul apare și dispare în locuri aleatorii cât mai repede.,exercise_request,2,0,beginner,False,
Dă-mi un punct de plecare cum să citesc un fișier CSV și să extrag doar o coloană anume. Vreau să înțeleg singur logica.,hint_request,3,1,intermediate,False,
Ce înseamnă type hinting în Python?,concept_explanation,1,1,intermediate,False,
"Sincer, toate liniile de cod se amestecă în capul meu acum.",motivation_or_encouragement,4,0,beginner,False,
Dă-mi ceva de programat: o animație cu un personaj care merge și își schimbă costumul la fiecare pas de dificultate medie.,exercise_request,2,0,beginner,False,
Ce face blocul ask and wait în Scratch?,concept_explanation,1,0,beginner,False,
Ce este un class?,concept_explanation,1,2,advanced,False,
Vreau să fac un proiect care implică un joc de hide and seek unde personajul apare și dispare în locuri aleatorii care să fie distractiv.,exercise_request,2,0,beginner,False,
"Sincer, toți colegii mei par să înțeleagă, doar eu am rămas în urmă.",motivation_or_encouragement,4,2,advanced,False,
Propune-mi o temă legată de un script care inversează ordinea elementelor într-un vector folosind doar pointeri cu explicații la final.,exercise_request,2,2,advanced,False,
Codul meu se comportă ciudat: am o eroare permission denied când încerc să scriu într-o fișier text din Python. Se poate rezolva fără a rescrie tot?,code_help,0,1,intermediate,False,
Aș vrea să exersez o implementare de listă simplu înlănțuită cu funcție de inserare la final de dificultate medie.,exercise_request,2,1,intermediate,False,
"Nu-mi da soluția, ci doar un hint legat de blocurile de coliziune cu un alt sprite de nivel avansat, dacă se poate.",hint_request,3,0,beginner,False,
"Vreau să fac un proiect care implică un algoritm care verifică dacă un an introdus este bisect sau nu, te rog.",exercise_request,2,1,intermediate,False,
"Salut, mi se pare totul prea matematic și logic pentru cum gândesc eu.",motivation_or_encouragement,4,2,advanced,False,
Arată-mi cum arată codul final pentru rezolvarea completă pentru calcularea mediei ponderate a unor note. Trebuie să îl predau mâine la școală.,solution_request,5,1,intermediate,False,
Vreau să rezolv o problemă cu o cursă de mașini controlată de la tastele săgeți cu detectarea ieșirii de pe pistă (nivel începător).,exercise_request,2,1,intermediate,False,
"Poți să mă ajuți cu o idee cum să detectez când mouse-ul este apăsat deasupra unui buton de nivel avansat, dacă se poate.",hint_request,3,1,intermediate,False,
E așa greu... mă simt mega prost când văd că nu-mi iese nici cel mai simplu cod.,motivation_or_encouragement,4,1,intermediate,False,
"Dă-mi un indiciu pentru a găsi cel mai mare element dintr-un array printr-o funcție de nivel avansat, dacă se poate.",hint_request,3,1,intermediate,False,
Vreau să rezolv o problemă cu un script care calculează dobânda compusă pe baza unei sume inițiale cu explicații la final.,exercise_request,2,1,intermediate,False,
Vreau să văd varianta rezolvată a codul pentru sortarea unui vector folosind Quicksort.,solution_request,5,2,advanced,False,
Ce reprezintă base address a unui array?,concept_explanation,1,2,advanced,False,
"Ajutor cu eroarea asta: media aritmetică îmi dă mereu 0 sau 1, chiar dacă numerele sunt mari. E ceva cu tipul de date? Unde este eroarea?",code_help,0,1,intermediate,False,
"Nu mai pot, nu mai înțeleg nimic din ce scrie aici, parcă e chineză Poți să mă ajuți să trec peste momentul ăsta?",motivation_or_encouragement,4,0,beginner,False,
Poți să-mi scrii rezolvarea pentru codul pentru un sistem de schimbare a nivelurilor bazat pe punctaj în cel mai scurt timp posibil.,solution_request,5,1,intermediate,False,
Am un bug ciudat: compilatorul spune file not found pentru un header pe care l-am creat în același folder. Am verificat totul de trei ori.,code_help,0,1,intermediate,False,
"Poți să mă ajuți cu o idee pentru a crea o mișcare fluidă stânga-dreapta fără să se întoarcă cu capul în jos de nivel avansat, dacă se poate.",hint_request,3,1,intermediate,False,
Ce face funcția id() în Python?,concept_explanation,1,2,advanced,False,
"Sincer, îmi vine să plâng de nervi că nu se compilează programul Poți să mă ajuți să trec peste momentul ăsta?",motivation_or_encouragement,4,1,intermediate,False,
"Scrie tu codul cap-coadă pentru codul sursă pentru rezolvarea ecuației de gradul 2, te rog, nu am timp să îl fac singur.",solution_request,5,1,intermediate,False,
Ce este o librărie de cod?,concept_explanation,1,1,intermediate,False,
"Of, toți colegii mei par să înțeleagă, doar eu am rămas în urmă.",motivation_or_encouragement,4,1,intermediate,False,
Dă-mi soluția directă pentru scriptul în C pentru citirea și afișarea elementelor unei structuri de tip angajat.,solution_request,5,1,intermediate,False,
Ce înseamnă parsing?,concept_explanation,1,2,advanced,False,
"Mă simt groaznic, sunt la un pas de a renunța definitiv la cursul ăsta Mai are rost să continui?",motivation_or_encouragement,4,1,intermediate,False,
Dă-mi un exercițiu despre un algoritm care verifică dacă un an introdus este bisect sau nu cu explicații la final.,exercise_request,2,1,intermediate,False,
Aș vrea să exersez un instrument muzical virtual unde clapele sunt sprite-uri diferite cât mai repede.,exercise_request,2,0,beginner,False,
"Nu-mi da soluția, ci doar un hint cum să folosesc un mesaj broadcast ca să pornesc nivelul 2 fără să-mi arăți tot codul.",hint_request,3,1,intermediate,False,
Vreau să rezolv o problemă cu o cursă de mașini controlată de la tastele săgeți cu detectarea ieșirii de pe pistă care să fie distractiv.,exercise_request,2,1,intermediate,False,
"Propune-mi o temă legată de un simulator de desen unde pot schimba culoarea creionului apăsând tastele 1, 2, 3 pentru portofoliu.",exercise_request,2,1,intermediate,False,
Întrebare despre cod: codul meu sare peste a doua citire de la tastatură și trece direct la final. Îmi poți explica de ce?,code_help,0,1,intermediate,False,
Ce înseamnă inline function?,concept_explanation,1,2,advanced,False,
