text,label,difficulty
Am nevoie de scriptul întreg pentru implementarea unei structuri de date de tip stivă în Python.,solution_request,1
Arată-mi cum arată codul final pentru rezolvarea completă pentru înmulțirea a două matrice.,solution_request,2
Scrie tu codul cap-coadă pentru codul pentru un sistem de schimbare a nivelurilor bazat pe punctaj. Mersi mult!,solution_request,1
Arată-mi cum arată codul final pentru codul complet pentru un joc de tip Labirint în Scratch. Vreau doar să îi dau copy-paste.,solution_request,0
Dă-mi codul gata de rulat pentru scriptul în C pentru citirea și afișarea elementelor unei structuri de tip angajat.,solution_request,1
Vreau soluția completă pentru codul sursă pentru un program care inversează un șir de caractere în memorie. Mersi mult!,solution_request,1
Scrie tu codul cap-coadă pentru scriptul în C pentru citirea și afișarea elementelor unei structuri de tip angajat pentru a-l rula direct în compilator.,solution_request,1
Scrie tu codul cap-coadă pentru scriptul pentru mișcarea personajului cu sărituri și gravitate. Vreau doar să îi dau copy-paste.,solution_request,0
Vreau soluția completă pentru scriptul pentru mișcarea personajului cu sărituri și gravitate fără alte explicații inutile.,solution_request,0
Arată-mi cum arată codul final pentru varianta finală a jocului în care trebuie să eviți obstacole.,solution_request,1
Arată-mi cum arată codul final pentru codul sursă pentru un program care inversează un șir de caractere în memorie. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,1
Vreau soluția completă pentru scriptul pentru un bot de Telegram simplu care răspunde la comenzi pentru a-l rula direct în compilator.,solution_request,1
Am nevoie de scriptul întreg pentru codul pentru a inversa un cuvânt fără a folosi slice-uri.,solution_request,1
Arată-mi cum arată codul final pentru soluția pentru un joc de tip Catch the Falling Object fără alte explicații inutile.,solution_request,1
Poți să-mi scrii rezolvarea pentru implementarea unei căutări binare într-un vector sortat. Mersi mult!,solution_request,2
Vreau să văd varianta rezolvată a implementarea unui sistem de gestiune a stocurilor folosind fișiere binare. Mersi mult!,solution_request,2
Dă-mi codul gata de rulat pentru implementarea completă a algoritmului de sortare prin selecție.,solution_request,1
Arată-mi cum arată codul final pentru codul pentru o aplicație de tip calculator cu operații de bază.,solution_request,1
Arată-mi cum arată codul final pentru soluția pentru rezolvarea sistemelor de ecuații liniare prin metoda Gauss pentru a-l rula direct în compilator.,solution_request,2
"Dă-mi soluția directă pentru cum fac un proiect întreg în care personajele comunică prin mesaje, te rog, nu am timp să îl fac singur.",solution_request,0
Vreau soluția completă pentru cum fac un proiect întreg în care personajele comunică prin mesaje. Mersi mult!,solution_request,0
Dă-mi codul gata de rulat pentru rezolvarea pentru calcularea factorialului unui număr folosind recursivitatea. Vreau doar să îi dau copy-paste.,solution_request,2
Scrie tu codul cap-coadă pentru codul pentru a inversa un cuvânt fără a folosi slice-uri pentru a-l rula direct în compilator.,solution_request,1
Vreau soluția completă pentru implementarea unei căutări binare într-un vector sortat.,solution_request,2
Dă-mi soluția directă pentru scriptul Python care să îmi parseze un fișier XML și să salveze datele în JSON.,solution_request,1
Poți să-mi scrii rezolvarea pentru cum fac un proiect întreg în care personajele comunică prin mesaje fără alte explicații inutile.,solution_request,0
Poți să-mi scrii rezolvarea pentru codul pentru un sistem de schimbare a nivelurilor bazat pe punctaj în cel mai scurt timp posibil.,solution_request,1
"Arată-mi cum arată codul final pentru codul în C pentru determinarea dacă un șir de caractere este palindrom folosind pointeri, te rog, nu am timp să îl fac singur.",solution_request,2
Vreau să văd varianta rezolvată a scriptul complet pentru un personaj care urmărește un cursor fără să treacă prin pereți.,solution_request,0
Vreau să văd varianta rezolvată a codul complet pentru un joc de tip Labirint în Scratch. Mersi mult!,solution_request,0
Poți să-mi scrii rezolvarea pentru rezolvarea pentru un joc cu scor și vieți care se resetează. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,1
Dă-mi soluția directă pentru rezolvarea exercițiului cu generarea numerelor prime până la un n dat.,solution_request,1
Arată-mi cum arată codul final pentru scriptul pentru un bot de Telegram simplu care răspunde la comenzi. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,1
Vreau soluția completă pentru codul pentru o aplicație de tip calculator cu operații de bază. Trebuie să îl predau mâine la școală.,solution_request,1
Scrie tu codul cap-coadă pentru scriptul complet pentru un personaj care urmărește un cursor fără să treacă prin pereți.,solution_request,0
Vreau să văd varianta rezolvată a codul pentru un sistem de schimbare a nivelurilor bazat pe punctaj pentru a-l rula direct în compilator.,solution_request,1
Vreau să văd varianta rezolvată a codul sursă pentru implementarea unei liste simplu înlănțuite. Vreau doar să îi dau copy-paste.,solution_request,1
Vreau soluția completă pentru rezolvarea completă pentru înmulțirea a două matrice. Trebuie să îl predau mâine la școală.,solution_request,2
Vreau să văd varianta rezolvată a codul pentru un sistem de schimbare a nivelurilor bazat pe punctaj.,solution_request,1
Poți să-mi scrii rezolvarea pentru scriptul Python care să îmi parseze un fișier XML și să salveze datele în JSON. Mersi mult!,solution_request,1
Scrie tu codul cap-coadă pentru codul în C pentru determinarea dacă un șir de caractere este palindrom folosind pointeri fără alte explicații inutile.,solution_request,2
Scrie tu codul cap-coadă pentru implementarea unui sistem de gestiune a stocurilor folosind fișiere binare pentru a-l rula direct în compilator.,solution_request,2
Am nevoie de scriptul întreg pentru soluția pentru rezolvarea sistemelor de ecuații liniare prin metoda Gauss pentru a-l rula direct în compilator.,solution_request,2
Dă-mi soluția directă pentru rezolvarea exercițiului cu generarea numerelor prime până la un n dat. Trebuie să îl predau mâine la școală.,solution_request,1
"Scrie tu codul cap-coadă pentru codul pentru a inversa un cuvânt fără a folosi slice-uri, te rog, nu am timp să îl fac singur.",solution_request,1
Scrie tu codul cap-coadă pentru proiectul gata făcut pentru un ceas digital în Scratch.,solution_request,0
Vreau să văd varianta rezolvată a codul sursă pentru rezolvarea ecuației de gradul 2.,solution_request,1
Dă-mi soluția directă pentru scriptul Python care să îmi parseze un fișier XML și să salveze datele în JSON. Trebuie să îl predau mâine la școală.,solution_request,1
Dă-mi codul gata de rulat pentru scriptul complet pentru un personaj care urmărește un cursor fără să treacă prin pereți fără alte explicații inutile.,solution_request,0
Dă-mi soluția directă pentru codul complet pentru un joc de tip Labirint în Scratch.,solution_request,0
Dă-mi soluția directă pentru rezolvarea pentru un joc cu scor și vieți care se resetează.,solution_request,1
Scrie tu codul cap-coadă pentru varianta finală a jocului în care trebuie să eviți obstacole.,solution_request,1
Arată-mi cum arată codul final pentru rezolvarea pentru calcularea factorialului unui număr folosind recursivitatea. Vreau doar să îi dau copy-paste.,solution_request,2
Scrie tu codul cap-coadă pentru implementarea unei funcții care să găsească cel mai mare divizor comun folosind algoritmul lui Euclid. Mersi mult!,solution_request,1
Arată-mi cum arată codul final pentru codul sursă pentru implementarea unei liste simplu înlănțuite. Vreau doar să îi dau copy-paste.,solution_request,1
Am nevoie de scriptul întreg pentru proiectul gata făcut pentru un ceas digital în Scratch. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,0
Dă-mi codul gata de rulat pentru rezolvarea completă pentru înmulțirea a două matrice pentru a-l rula direct în compilator.,solution_request,2
"Vreau soluția completă pentru codul pentru sortarea unui vector folosind Quicksort, te rog, nu am timp să îl fac singur.",solution_request,2
Am nevoie de scriptul întreg pentru codul sursă pentru implementarea unei liste simplu înlănțuite. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,1
Am nevoie de scriptul întreg pentru codul pentru sortarea unui vector folosind Quicksort.,solution_request,2
Vreau să văd varianta rezolvată a codul pentru sortarea unui vector folosind Quicksort.,solution_request,2
Vreau soluția completă pentru codul pentru sortarea unui vector folosind Quicksort.,solution_request,2
Vreau să văd varianta rezolvată a scriptul pentru mișcarea personajului cu sărituri și gravitate. Mersi mult!,solution_request,0
Am nevoie de scriptul întreg pentru codul pentru a inversa un cuvânt fără a folosi slice-uri. Mersi mult!,solution_request,1
Dă-mi soluția directă pentru codul sursă pentru rezolvarea ecuației de gradul 2.,solution_request,1
Dă-mi codul gata de rulat pentru proiectul gata făcut pentru un ceas digital în Scratch.,solution_request,0
Arată-mi cum arată codul final pentru codul sursă pentru un program care inversează un șir de caractere în memorie fără alte explicații inutile.,solution_request,1
Scrie tu codul cap-coadă pentru scriptul pentru un bot de Telegram simplu care răspunde la comenzi. Vreau doar să îi dau copy-paste.,solution_request,1
Vreau să văd varianta rezolvată a cum fac un proiect întreg în care personajele comunică prin mesaje.,solution_request,0
"Vreau să văd varianta rezolvată a scriptul pentru un bot de Telegram simplu care răspunde la comenzi, te rog, nu am timp să îl fac singur.",solution_request,1
Arată-mi cum arată codul final pentru scriptul în C pentru citirea și afișarea elementelor unei structuri de tip angajat. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,1
"Vreau soluția completă pentru codul complet pentru un joc de tip Labirint în Scratch, te rog, nu am timp să îl fac singur.",solution_request,0
Am nevoie de scriptul întreg pentru codul sursă pentru un program care inversează un șir de caractere în memorie.,solution_request,1
Vreau soluția completă pentru cum fac un proiect întreg în care personajele comunică prin mesaje.,solution_request,0
Dă-mi soluția directă pentru scriptul în C pentru citirea și afișarea elementelor unei structuri de tip angajat.,solution_request,1
Arată-mi cum arată codul final pentru rezolvarea pentru calcularea factorialului unui număr folosind recursivitatea fără alte explicații inutile.,solution_request,2
Dă-mi soluția directă pentru implementarea unei funcții care să găsească cel mai mare divizor comun folosind algoritmul lui Euclid. Vreau doar să îi dau copy-paste.,solution_request,1
"Dă-mi codul gata de rulat pentru rezolvarea exercițiului cu generarea numerelor prime până la un n dat, te rog, nu am timp să îl fac singur.",solution_request,1
Scrie tu codul cap-coadă pentru codul complet pentru un joc de tip Labirint în Scratch.,solution_request,0
Poți să-mi scrii rezolvarea pentru varianta finală a jocului în care trebuie să eviți obstacole în cel mai scurt timp posibil.,solution_request,1
Scrie tu codul cap-coadă pentru soluția pentru un joc de tip Catch the Falling Object fără alte explicații inutile.,solution_request,1
Dă-mi codul gata de rulat pentru scriptul pentru un bot de Telegram simplu care răspunde la comenzi fără alte explicații inutile.,solution_request,1
Vreau să văd varianta rezolvată a soluția pentru rezolvarea sistemelor de ecuații liniare prin metoda Gauss. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,2
Vreau soluția completă pentru soluția pentru rezolvarea sistemelor de ecuații liniare prin metoda Gauss pentru a-l rula direct în compilator.,solution_request,2
Vreau soluția completă pentru proiectul gata făcut pentru un ceas digital în Scratch în cel mai scurt timp posibil.,solution_request,0
Poți să-mi scrii rezolvarea pentru codul în C pentru determinarea dacă un șir de caractere este palindrom folosind pointeri.,solution_request,2
Poți să-mi scrii rezolvarea pentru codul pentru o aplicație de tip calculator cu operații de bază pentru a-l rula direct în compilator.,solution_request,1
Vreau soluția completă pentru rezolvarea completă pentru calcularea mediei ponderate a unor note.,solution_request,1
Arată-mi cum arată codul final pentru implementarea completă a algoritmului de sortare prin selecție. Vreau doar să îi dau copy-paste.,solution_request,1
Am nevoie de scriptul întreg pentru codul pentru un sistem de schimbare a nivelurilor bazat pe punctaj. Trebuie să îl predau mâine la școală.,solution_request,1
Arată-mi cum arată codul final pentru codul sursă pentru rezolvarea ecuației de gradul 2.,solution_request,1
Vreau soluția completă pentru codul pentru o aplicație de tip calculator cu operații de bază. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,1
Vreau să văd varianta rezolvată a codul sursă pentru rezolvarea ecuației de gradul 2. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,1
Dă-mi codul gata de rulat pentru codul sursă pentru implementarea unei liste simplu înlănțuite.,solution_request,1
Vreau să văd varianta rezolvată a scriptul complet pentru un personaj care urmărește un cursor fără să treacă prin pereți. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,0
Poți să-mi scrii rezolvarea pentru soluția pentru un joc de tip Catch the Falling Object.,solution_request,1
Vreau să văd varianta rezolvată a rezolvarea pentru calcularea factorialului unui număr folosind recursivitatea.,solution_request,2
Arată-mi cum arată codul final pentru implementarea unei funcții care să găsească cel mai mare divizor comun folosind algoritmul lui Euclid. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,1
Arată-mi cum arată codul final pentru rezolvarea completă pentru calcularea mediei ponderate a unor note. Trebuie să îl predau mâine la școală.,solution_request,1
"Vreau să văd varianta rezolvată a rezolvarea exercițiului cu generarea numerelor prime până la un n dat, te rog, nu am timp să îl fac singur.",solution_request,1
Arată-mi cum arată codul final pentru codul pentru sortarea unui vector folosind Quicksort. Vreau doar să îi dau copy-paste.,solution_request,2
Vreau soluția completă pentru rezolvarea pentru calcularea factorialului unui număr folosind recursivitatea. Trebuie să îl predau mâine la școală.,solution_request,2
"Poți să-mi scrii rezolvarea pentru implementarea unei funcții care să găsească cel mai mare divizor comun folosind algoritmul lui Euclid, te rog, nu am timp să îl fac singur.",solution_request,1
Vreau să văd varianta rezolvată a codul pentru un simulator de desenat poligoane regulate fără alte explicații inutile.,solution_request,1
Arată-mi cum arată codul final pentru codul sursă pentru implementarea unei liste simplu înlănțuite.,solution_request,1
Am nevoie de scriptul întreg pentru rezolvarea pentru calcularea factorialului unui număr folosind recursivitatea.,solution_request,2
Arată-mi cum arată codul final pentru soluția pentru un joc de tip Catch the Falling Object. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,1
Dă-mi soluția directă pentru implementarea unei structuri de date de tip stivă în Python. Vreau doar să îi dau copy-paste.,solution_request,1
Arată-mi cum arată codul final pentru rezolvarea pentru calcularea factorialului unui număr folosind recursivitatea. Mersi mult!,solution_request,2
Am nevoie de scriptul întreg pentru scriptul Python care să îmi parseze un fișier XML și să salveze datele în JSON fără alte explicații inutile.,solution_request,1
Dă-mi codul gata de rulat pentru rezolvarea pentru un joc cu scor și vieți care se resetează în cel mai scurt timp posibil.,solution_request,1
Vreau să văd varianta rezolvată a rezolvarea exercițiului cu generarea numerelor prime până la un n dat. Mersi mult!,solution_request,1
Vreau soluția completă pentru scriptul în C pentru citirea și afișarea elementelor unei structuri de tip angajat.,solution_request,1
Am nevoie de scriptul întreg pentru rezolvarea exercițiului cu generarea numerelor prime până la un n dat.,solution_request,1
Am nevoie de scriptul întreg pentru codul în C pentru determinarea dacă un șir de caractere este palindrom folosind pointeri.,solution_request,2
Am nevoie de scriptul întreg pentru rezolvarea completă pentru înmulțirea a două matrice.,solution_request,2
Am nevoie de scriptul întreg pentru codul pentru sortarea unui vector folosind Quicksort. Vreau doar să îi dau copy-paste.,solution_request,2
"Vreau să văd varianta rezolvată a soluția pentru un joc de tip Catch the Falling Object, te rog, nu am timp să îl fac singur.",solution_request,1
Am nevoie de scriptul întreg pentru codul complet pentru un joc de tip Labirint în Scratch.,solution_request,0
Dă-mi soluția directă pentru proiectul gata făcut pentru un ceas digital în Scratch.,solution_request,0
Scrie tu codul cap-coadă pentru codul sursă pentru implementarea unei liste simplu înlănțuite pentru a-l rula direct în compilator.,solution_request,1
Dă-mi soluția directă pentru varianta finală a jocului în care trebuie să eviți obstacole.,solution_request,1
Poți să-mi scrii rezolvarea pentru soluția pentru rezolvarea sistemelor de ecuații liniare prin metoda Gauss. Trebuie să îl predau mâine la școală.,solution_request,2
Poți să-mi scrii rezolvarea pentru rezolvarea completă pentru calcularea mediei ponderate a unor note. Sunt blocat de ore întregi și am nevoie de cod.,solution_request,1
Dă-mi codul gata de rulat pentru codul complet pentru un joc de tip Labirint în Scratch.,solution_request,0
Poți să-mi scrii rezolvarea pentru scriptul pentru un bot de Telegram simplu care răspunde la comenzi fără alte explicații inutile.,solution_request,1
